segment_id,path_type,laser_state,point_index,u,v,x,y,z
0,"直线","开光",0,-4.979151,-9.635932,38.051513,2.263762,7.499367
0,"直线","开光",1,-5.477544,-9.635932,37.700080,2.617171,7.499415
0,"直线","开光",2,-5.975938,-9.635932,37.348646,2.970580,7.499461
0,"直线","开光",3,-6.474332,-9.635932,36.997212,3.323988,7.499505
0,"直线","开光",4,-6.972726,-9.635932,36.623992,3.653625,7.499546
0,"直线","开光",5,-7.471119,-9.635932,36.241344,3.972974,7.499585
0,"直线","开光",6,-7.969513,-9.635932,35.858697,4.292322,7.499622
0,"直线","开光",7,-8.467907,-9.635932,35.476049,4.611671,7.499656
0,"直线","开光",8,-8.966301,-9.635932,35.092054,4.929242,7.499687
0,"直线","开光",9,-9.464694,-9.635932,34.681481,5.211786,7.499716
0,"直线","开光",10,-9.963088,-9.635932,34.270908,5.494330,7.499743
0,"直线","开光",11,-10.461482,-9.635932,33.860336,5.776874,7.499768
0,"直线","开光",12,-10.959875,-9.635932,33.449764,6.059417,7.499790
0,"直线","开光",13,-11.458269,-9.635932,33.029468,6.326324,7.499810
0,"直线","开光",14,-11.956663,-9.635932,32.594498,6.569635,7.499829
0,"直线","开光",15,-12.455057,-9.635932,32.159528,6.812946,7.499846
0,"直线","开光",16,-12.953450,-9.635932,31.724559,7.056257,7.499861
0,"直线","开光",17,-13.451844,-9.635932,31.289591,7.299567,7.499874
0,"直线","开光",18,-13.950238,-9.635932,30.839151,7.511935,7.499887
0,"直线","开光",19,-14.448632,-9.635932,30.383522,7.713923,7.499897
0,"直线","开光",20,-14.947025,-9.635932,29.927893,7.915911,7.499907
1,"直线(跳转)","关光",0,-14.947025,-9.635932,29.927893,7.915911,7.499907
1,"直线(跳转)","关光",1,-16.940600,-9.635932,28.070230,8.633482,7.499936
2,"直线","开光",0,-16.940600,-9.635932,28.070230,8.633482,7.499936
2,"直线","开光",1,-17.438994,-9.635932,27.597857,8.792412,7.499941
2,"直线","开光",2,-17.937388,-9.635932,27.125484,8.951342,7.499945
2,"直线","开光",3,-18.435781,-9.635932,26.647411,9.090312,7.499949
2,"直线","开光",4,-18.934175,-9.635932,26.162351,9.204819,7.499952
2,"直线","开光",5,-19.432569,-9.635932,25.677292,9.319326,7.499955
2,"直线","开光",6,-19.930963,-9.635932,25.192232,9.433833,7.499958
2,"直线","开光",7,-20.429356,-9.635932,24.707173,9.548340,7.499960
2,"直线","开光",8,-20.927750,-9.635932,24.215303,9.626542,7.499961
2,"直线","开光",9,-21.426144,-9.635932,23.721725,9.695642,7.499963
2,"直线","开光",10,-21.924537,-9.635932,23.228147,9.764742,7.499964
2,"直线","开光",11,-22.422931,-9.635932,22.734569,9.833842,7.499965
2,"直线","开光",12,-22.921325,-9.635932,22.240350,9.896052,7.499966
2,"直线","开光",13,-23.419719,-9.635932,21.742495,9.919152,7.499966
2,"直线","开光",14,-23.918112,-9.635932,21.244639,9.942251,7.499967
2,"直线","开光",15,-24.416506,-9.635932,20.746783,9.965351,7.499967
2,"直线","开光",16,-24.914900,-9.635932,20.248928,9.988450,7.499967
3,"直线(跳转)","关光",0,-24.914900,-9.635932,20.248928,9.988450,7.499967
3,"直线(跳转)","关光",1,-26.908475,-9.635932,18.257505,9.919152,7.499966
4,"直线","开光",0,-26.908475,-9.635932,18.257505,9.919152,7.499966
4,"直线","开光",1,-27.406868,-9.635932,17.759650,9.896052,7.499966
4,"直线","开光",2,-27.905262,-9.635932,17.265431,9.833842,7.499965
4,"直线","开光",3,-28.403656,-9.635932,16.771853,9.764742,7.499964
4,"直线","开光",4,-28.902050,-9.635932,16.278275,9.695642,7.499963
4,"直线","开光",5,-29.400443,-9.635932,15.784697,9.626542,7.499962
5,"直线(跳转)","关光",0,-29.400443,-9.635932,15.784697,9.626542,7.499962
5,"直线(跳转)","关光",1,-32.889199,-9.635932,12.402143,8.792412,7.499941
6,"直线","开光",0,-32.889199,-9.635932,12.402143,8.792412,7.499941
6,"直线","开光",1,-33.387593,-9.635932,11.929769,8.633482,7.499936
6,"直线","开光",2,-33.885987,-9.635932,11.457396,8.474552,7.499930
6,"直线","开光",3,-34.384381,-9.635932,10.985022,8.315621,7.499924
6,"直线","开光",4,-34.882774,-9.635932,10.527735,8.117900,7.499916
7,"直线(跳转)","关光",0,-34.882774,-9.635932,10.527735,8.117900,7.499916
7,"直线(跳转)","关光",1,-36.876349,-9.635932,8.710409,7.299568,7.499875
8,"直线","开光",0,-36.876349,-9.635932,8.710409,7.299568,7.499875
8,"直线","开光",1,-37.374743,-9.635932,8.275440,7.056257,7.499861
8,"直线","开光",2,-37.873137,-9.635932,7.840471,6.812946,7.499846
8,"直线","开光",3,-38.371530,-9.635932,7.405502,6.569635,7.499830
8,"直线","开光",4,-38.869924,-9.635932,6.970532,6.326324,7.499811
8,"直线","开光",5,-39.368318,-9.635932,6.550236,6.059417,7.499791
9,"直线(跳转)","关光",0,-39.368318,-9.635932,6.550236,6.059417,7.499791
9,"直线(跳转)","关光",1,-42.857074,-9.635932,3.758655,3.972974,7.499585
10,"直线","开光",0,-42.857074,-9.635932,3.758655,3.972974,7.499585
10,"直线","开光",1,-43.355468,-9.635932,3.376007,3.653625,7.499546
10,"直线","开光",2,-43.853861,-9.635932,3.002787,3.323988,7.499504
10,"直线","开光",3,-44.352255,-9.635932,2.651353,2.970579,7.499460
10,"直线","开光",4,-44.850649,-9.635932,2.299920,2.617171,7.499414
10,"直线","开光",5,-45.349043,-9.635932,1.948486,2.263762,7.499366
11,"直线(跳转)","关光",0,-45.349043,-9.635932,1.948486,2.263762,7.499366
11,"直线(跳转)","关光",1,-45.349043,-9.535932,1.948483,2.263758,7.599369
12,"直线","开光",0,-45.349043,-9.535932,1.948483,2.263758,7.599369
12,"直线","开光",1,-44.850649,-9.535932,2.299916,2.617167,7.599416
12,"直线","开光",2,-44.352255,-9.535932,2.651350,2.970576,7.599462
12,"直线","开光",3,-43.853861,-9.535932,3.002783,3.323985,7.599505
12,"直线","开光",4,-43.355468,-9.535932,3.376003,3.653621,7.599547
12,"直线","开光",5,-42.857074,-9.535932,3.758651,3.972970,7.599585
13,"直线(跳转)","关光",0,-42.857074,-9.535932,3.758651,3.972970,7.599585
13,"直线(跳转)","关光",1,-39.368318,-9.535932,6.550232,6.059415,7.599790
14,"直线","开光",0,-39.368318,-9.535932,6.550232,6.059415,7.599790
14,"直线","开光",1,-38.869924,-9.535932,6.970528,6.326322,7.599810
14,"直线","开光",2,-38.371530,-9.535932,7.405498,6.569633,7.599828
14,"直线","开光",3,-37.873137,-9.535932,7.840468,6.812944,7.599845
14,"直线","开光",4,-37.374743,-9.535932,8.275437,7.056255,7.599860
14,"直线","开光",5,-36.876349,-9.535932,8.710406,7.299566,7.599874
15,"直线(跳转)","关光",0,-36.876349,-9.535932,8.710406,7.299566,7.599874
15,"直线(跳转)","关光",1,-34.882774,-9.535932,10.527732,8.117898,7.599915
16,"直线","开光",0,-34.882774,-9.535932,10.527732,8.117898,7.599915
16,"直线","开光",1,-34.384381,-9.535932,10.985019,8.315620,7.599922
16,"直线","开光",2,-33.885987,-9.535932,11.457393,8.474551,7.599929
16,"直线","开光",3,-33.387593,-9.535932,11.929767,8.633481,7.599935
16,"直线","开光",4,-32.889199,-9.535932,12.402140,8.792412,7.599940
17,"直线(跳转)","关光",0,-32.889199,-9.535932,12.402140,8.792412,7.599940
17,"直线(跳转)","关光",1,-29.400443,-9.535932,15.784696,9.626542,7.599960
18,"直线","开光",0,-29.400443,-9.535932,15.784696,9.626542,7.599960
18,"直线","开光",1,-28.902050,-9.535932,16.278274,9.695642,7.599962
18,"直线","开光",2,-28.403656,-9.535932,16.771852,9.764742,7.599963
18,"直线","开光",3,-27.905262,-9.535932,17.265430,9.833842,7.599964
18,"直线","开光",4,-27.406868,-9.535932,17.759649,9.896052,7.599964
18,"直线","开光",5,-26.908475,-9.535932,18.257505,9.919152,7.599965
19,"直线(跳转)","关光",0,-26.908475,-9.535932,18.257505,9.919152,7.599965
19,"直线(跳转)","关光",1,-24.914900,-9.535932,20.248928,9.988450,7.599966
20,"直线","开光",0,-24.914900,-9.535932,20.248928,9.988450,7.599966
20,"直线","开光",1,-24.416506,-9.535932,20.746784,9.965351,7.599966
20,"直线","开光",2,-23.918112,-9.535932,21.244639,9.942251,7.599965
20,"直线","开光",3,-23.419719,-9.535932,21.742495,9.919152,7.599965
20,"直线","开光",4,-22.921325,-9.535932,22.240351,9.896052,7.599964
20,"直线","开光",5,-22.422931,-9.535932,22.734570,9.833842,7.599964
20,"直线","开光",6,-21.924537,-9.535932,23.228148,9.764742,7.599963
20,"直线","开光",7,-21.426144,-9.535932,23.721726,9.695642,7.599961
20,"直线","开光",8,-20.927750,-9.535932,24.215304,9.626542,7.599960
20,"直线","开光",9,-20.429356,-9.535932,24.707175,9.548340,7.599958
20,"直线","开光",10,-19.930963,-9.535932,25.192234,9.433833,7.599956
20,"直线","开光",11,-19.432569,-9.535932,25.677294,9.319326,7.599954
20,"直线","开光",12,-18.934175,-9.535932,26.162353,9.204819,7.599951
20,"直线","开光",13,-18.435781,-9.535932,26.647413,9.090312,7.599948
20,"直线","开光",14,-17.937388,-9.535932,27.125486,8.951341,7.599944
20,"直线","开光",15,-17.438994,-9.535932,27.597860,8.792411,7.599939
20,"直线","开光",16,-16.940600,-9.535932,28.070233,8.633481,7.599934
21,"直线(跳转)","关光",0,-16.940600,-9.535932,28.070233,8.633481,7.599934
21,"直线(跳转)","关光",1,-14.947025,-9.535932,29.927896,7.915910,7.599906
22,"直线","开光",0,-14.947025,-9.535932,29.927896,7.915910,7.599906
22,"直线","开光",1,-14.448632,-9.535932,30.383525,7.713922,7.599896
22,"直线","开光",2,-13.950238,-9.535932,30.839154,7.511933,7.599885
22,"直线","开光",3,-13.451844,-9.535932,31.289594,7.299566,7.599873
22,"直线","开光",4,-12.953450,-9.535932,31.724563,7.056255,7.599860
22,"直线","开光",5,-12.455057,-9.535932,32.159532,6.812944,7.599845
22,"直线","开光",6,-11.956663,-9.535932,32.594502,6.569633,7.599828
22,"直线","开光",7,-11.458269,-9.535932,33.029472,6.326322,7.599809
22,"直线","开光",8,-10.959875,-9.535932,33.449768,6.059415,7.599789
22,"直线","开光",9,-10.461482,-9.535932,33.860340,5.776871,7.599767
22,"直线","开光",10,-9.963088,-9.535932,34.270912,5.494328,7.599742
22,"直线","开光",11,-9.464694,-9.535932,34.681485,5.211784,7.599716
22,"直线","开光",12,-8.966301,-9.535932,35.092058,4.929239,7.599687
22,"直线","开光",13,-8.467907,-9.535932,35.476053,4.611667,7.599656
22,"直线","开光",14,-7.969513,-9.535932,35.858701,4.292319,7.599622
22,"直线","开光",15,-7.471119,-9.535932,36.241348,3.972970,7.599586
22,"直线","开光",16,-6.972726,-9.535932,36.623996,3.653621,7.599547
22,"直线","开光",17,-6.474332,-9.535932,36.997216,3.323985,7.599506
22,"直线","开光",18,-5.975938,-9.535932,37.348650,2.970576,7.599463
22,"直线","开光",19,-5.477544,-9.535932,37.700083,2.617167,7.599417
22,"直线","开光",20,-4.979151,-9.535932,38.051516,2.263759,7.599370
23,"直线(跳转)","关光",0,-4.979151,-9.535932,38.051516,2.263759,7.599370
23,"直线(跳转)","关光",1,-4.979151,-9.435932,38.051520,2.263755,7.699373
24,"直线","开光",0,-4.979151,-9.435932,38.051520,2.263755,7.699373
24,"直线","开光",1,-5.477544,-9.435932,37.700087,2.617164,7.699419
24,"直线","开光",2,-5.975938,-9.435932,37.348653,2.970572,7.699464
24,"直线","开光",3,-6.474332,-9.435932,36.997220,3.323981,7.699507
24,"直线","开光",4,-6.972726,-9.435932,36.624000,3.653618,7.699548
24,"直线","开光",5,-7.471119,-9.435932,36.241352,3.972967,7.699586
24,"直线","开光",6,-7.969513,-9.435932,35.858705,4.292316,7.699622
24,"直线","开光",7,-8.467907,-9.435932,35.476057,4.611664,7.699656
24,"直线","开光",8,-8.966301,-9.435932,35.092062,4.929237,7.699687
24,"直线","开光",9,-9.464694,-9.435932,34.681489,5.211781,7.699715
24,"直线","开光",10,-9.963088,-9.435932,34.270916,5.494325,7.699742
24,"直线","开光",11,-10.461482,-9.435932,33.860344,5.776869,7.699766
24,"直线","开光",12,-10.959875,-9.435932,33.449772,6.059412,7.699788
24,"直线","开光",13,-11.458269,-9.435932,33.029476,6.326320,7.699808
24,"直线","开光",14,-11.956663,-9.435932,32.594506,6.569631,7.699827
24,"直线","开光",15,-12.455057,-9.435932,32.159536,6.812942,7.699843
24,"直线","开光",16,-12.953450,-9.435932,31.724566,7.056253,7.699858
24,"直线","开光",17,-13.451844,-9.435932,31.289597,7.299564,7.699872
24,"直线","开光",18,-13.950238,-9.435932,30.839158,7.511932,7.699884
24,"直线","开光",19,-14.448632,-9.435932,30.383528,7.713920,7.699895
24,"直线","开光",20,-14.947025,-9.435932,29.927899,7.915909,7.699904
25,"直线(跳转)","关光",0,-14.947025,-9.435932,29.927899,7.915909,7.699904
25,"直线(跳转)","关光",1,-16.940600,-9.435932,28.070236,8.633480,7.699933
26,"直线","开光",0,-16.940600,-9.435932,28.070236,8.633480,7.699933
26,"直线","开光",1,-17.438994,-9.435932,27.597862,8.792410,7.699938
26,"直线","开光",2,-17.937388,-9.435932,27.125489,8.951341,7.699942
26,"直线","开光",3,-18.435781,-9.435932,26.647415,9.090311,7.699946
26,"直线","开光",4,-18.934175,-9.435932,26.162355,9.204818,7.699950
26,"直线","开光",5,-19.432569,-9.435932,25.677295,9.319325,7.699952
26,"直线","开光",6,-19.930963,-9.435932,25.192236,9.433832,7.699955
26,"直线","开光",7,-20.429356,-9.435932,24.707176,9.548339,7.699957
26,"直线","开光",8,-20.927750,-9.435932,24.215305,9.626541,7.699959
26,"直线","开光",9,-21.426144,-9.435932,23.721727,9.695642,7.699960
26,"直线","开光",10,-21.924537,-9.435932,23.228149,9.764742,7.699961
26,"直线","开光",11,-22.422931,-9.435932,22.734571,9.833842,7.699962
26,"直线","开光",12,-22.921325,-9.435932,22.240352,9.896052,7.699963
26,"直线","开光",13,-23.419719,-9.435932,21.742496,9.919152,7.699964
26,"直线","开光",14,-23.918112,-9.435932,21.244640,9.942251,7.699964
26,"直线","开光",15,-24.416506,-9.435932,20.746784,9.965351,7.699964
26,"直线","开光",16,-24.914900,-9.435932,20.248928,9.988450,7.699965
27,"直线(跳转)","关光",0,-24.914900,-9.435932,20.248928,9.988450,7.699965
27,"直线(跳转)","关光",1,-26.908475,-9.435932,18.257504,9.919152,7.699964
28,"直线","开光",0,-26.908475,-9.435932,18.257504,9.919152,7.699964
28,"直线","开光",1,-27.406868,-9.435932,17.759648,9.896052,7.699963
28,"直线","开光",2,-27.905262,-9.435932,17.265430,9.833842,7.699962
28,"直线","开光",3,-28.403656,-9.435932,16.771851,9.764742,7.699962
28,"直线","开光",4,-28.902050,-9.435932,16.278273,9.695642,7.699960
28,"直线","开光",5,-29.400443,-9.435932,15.784695,9.626541,7.699959
29,"直线(跳转)","关光",0,-29.400443,-9.435932,15.784695,9.626541,7.699959
29,"直线(跳转)","关光",1,-32.889199,-9.435932,12.402138,8.792411,7.699939
30,"直线","开光",0,-32.889199,-9.435932,12.402138,8.792411,7.699939
30,"直线","开光",1,-33.387593,-9.435932,11.929764,8.633480,7.699933
30,"直线","开光",2,-33.885987,-9.435932,11.457391,8.474550,7.699928
30,"直线","开光",3,-34.384381,-9.435932,10.985017,8.315619,7.699921
30,"直线","开光",4,-34.882774,-9.435932,10.527729,8.117897,7.699913
31,"直线(跳转)","关光",0,-34.882774,-9.435932,10.527729,8.117897,7.699913
31,"直线(跳转)","关光",1,-36.876349,-9.435932,8.710402,7.299564,7.699872
32,"直线","开光",0,-36.876349,-9.435932,8.710402,7.299564,7.699872
32,"直线","开光",1,-37.374743,-9.435932,8.275433,7.056253,7.699859
32,"直线","开光",2,-37.873137,-9.435932,7.840464,6.812942,7.699844
32,"直线","开光",3,-38.371530,-9.435932,7.405494,6.569631,7.699827
32,"直线","开光",4,-38.869924,-9.435932,6.970524,6.326320,7.699809
32,"直线","开光",5,-39.368318,-9.435932,6.550228,6.059412,7.699789
33,"直线(跳转)","关光",0,-39.368318,-9.435932,6.550228,6.059412,7.699789
33,"直线(跳转)","关光",1,-42.857074,-9.435932,3.758647,3.972967,7.699586
34,"直线","开光",0,-42.857074,-9.435932,3.758647,3.972967,7.699586
34,"直线","开光",1,-43.355468,-9.435932,3.375999,3.653618,7.699547
34,"直线","开光",2,-43.853861,-9.435932,3.002779,3.323981,7.699507
34,"直线","开光",3,-44.352255,-9.435932,2.651346,2.970572,7.699464
34,"直线","开光",4,-44.850649,-9.435932,2.299913,2.617163,7.699418
34,"直线","开光",5,-45.349043,-9.435932,1.948479,2.263755,7.699372
35,"直线(跳转)","关光",0,-45.349043,-9.435932,1.948479,2.263755,7.699372
35,"直线(跳转)","关光",1,-45.349043,-9.335932,1.948476,2.263751,7.799375
36,"直线","开光",0,-45.349043,-9.335932,1.948476,2.263751,7.799375
36,"直线","开光",1,-44.850649,-9.335932,2.299909,2.617160,7.799421
36,"直线","开光",2,-44.352255,-9.335932,2.651342,2.970569,7.799465
36,"直线","开光",3,-43.853861,-9.335932,3.002776,3.323978,7.799508
36,"直线","开光",4,-43.355468,-9.335932,3.375995,3.653615,7.799548
36,"直线","开光",5,-42.857074,-9.335932,3.758643,3.972964,7.799587
37,"直线(跳转)","关光",0,-42.857074,-9.335932,3.758643,3.972964,7.799587
37,"直线(跳转)","关光",1,-39.368318,-9.335932,6.550225,6.059409,7.799788
38,"直线","开光",0,-39.368318,-9.335932,6.550225,6.059409,7.799788
38,"直线","开光",1,-38.869924,-9.335932,6.970520,6.326317,7.799808
38,"直线","开光",2,-38.371530,-9.335932,7.405491,6.569629,7.799826
38,"直线","开光",3,-37.873137,-9.335932,7.840461,6.812940,7.799843
38,"直线","开光",4,-37.374743,-9.335932,8.275430,7.056251,7.799858
38,"直线","开光",5,-36.876349,-9.335932,8.710399,7.299562,7.799871
39,"直线(跳转)","关光",0,-36.876349,-9.335932,8.710399,7.299562,7.799871
39,"直线(跳转)","关光",1,-34.882774,-9.335932,10.527726,8.117896,7.799912
40,"直线","开光",0,-34.882774,-9.335932,10.527726,8.117896,7.799912
40,"直线","开光",1,-34.384381,-9.335932,10.985014,8.315618,7.799920
40,"直线","开光",2,-33.885987,-9.335932,11.457388,8.474549,7.799926
40,"直线","开光",3,-33.387593,-9.335932,11.929762,8.633480,7.799932
40,"直线","开光",4,-32.889199,-9.335932,12.402136,8.792410,7.799937
41,"直线(跳转)","关光",0,-32.889199,-9.335932,12.402136,8.792410,7.799937
41,"直线(跳转)","关光",1,-29.400443,-9.335932,15.784693,9.626541,7.799958
42,"直线","开光",0,-29.400443,-9.335932,15.784693,9.626541,7.799958
42,"直线","开光",1,-28.902050,-9.335932,16.278272,9.695641,7.799959
42,"直线","开光",2,-28.403656,-9.335932,16.771850,9.764741,7.799960
42,"直线","开光",3,-27.905262,-9.335932,17.265429,9.833842,7.799961
42,"直线","开光",4,-27.406868,-9.335932,17.759648,9.896052,7.799962
42,"直线","开光",5,-26.908475,-9.335932,18.257504,9.919152,7.799963
43,"直线(跳转)","关光",0,-26.908475,-9.335932,18.257504,9.919152,7.799963
43,"直线(跳转)","关光",1,-24.914900,-9.335932,20.248928,9.988450,7.799963
44,"直线","开光",0,-24.914900,-9.335932,20.248928,9.988450,7.799963
44,"直线","开光",1,-24.416506,-9.335932,20.746784,9.965351,7.799963
44,"直线","开光",2,-23.918112,-9.335932,21.244640,9.942251,7.799963
44,"直线","开光",3,-23.419719,-9.335932,21.742496,9.919152,7.799962
44,"直线","开光",4,-22.921325,-9.335932,22.240352,9.896052,7.799962
44,"直线","开光",5,-22.422931,-9.335932,22.734571,9.833842,7.799961
44,"直线","开光",6,-21.924537,-9.335932,23.228150,9.764741,7.799960
44,"直线","开光",7,-21.426144,-9.335932,23.721728,9.695641,7.799959
44,"直线","开光",8,-20.927750,-9.335932,24.215307,9.626541,7.799957
44,"直线","开光",9,-20.429356,-9.335932,24.707178,9.548339,7.799956
44,"直线","开光",10,-19.930963,-9.335932,25.192237,9.433832,7.799954
44,"直线","开光",11,-19.432569,-9.335932,25.677297,9.319325,7.799951
44,"直线","开光",12,-18.934175,-9.335932,26.162357,9.204818,7.799948
44,"直线","开光",13,-18.435781,-9.335932,26.647417,9.090311,7.799945
44,"直线","开光",14,-17.937388,-9.335932,27.125491,8.951340,7.799941
44,"直线","开光",15,-17.438994,-9.335932,27.597864,8.792410,7.799937
44,"直线","开光",16,-16.940600,-9.335932,28.070238,8.633479,7.799932
45,"直线(跳转)","关光",0,-16.940600,-9.335932,28.070238,8.633479,7.799932
45,"直线(跳转)","关光",1,-14.947025,-9.335932,29.927902,7.915907,7.799903
46,"直线","开光",0,-14.947025,-9.335932,29.927902,7.915907,7.799903
46,"直线","开光",1,-14.448632,-9.335932,30.383531,7.713919,7.799893
46,"直线","开光",2,-13.950238,-9.335932,30.839161,7.511930,7.799883
46,"直线","开光",3,-13.451844,-9.335932,31.289601,7.299562,7.799871
46,"直线","开光",4,-12.953450,-9.335932,31.724570,7.056251,7.799857
46,"直线","开光",5,-12.455057,-9.335932,32.159539,6.812940,7.799842
46,"直线","开光",6,-11.956663,-9.335932,32.594509,6.569629,7.799826
46,"直线","开光",7,-11.458269,-9.335932,33.029480,6.326318,7.799807
46,"直线","开光",8,-10.959875,-9.335932,33.449775,6.059410,7.799787
46,"直线","开光",9,-10.461482,-9.335932,33.860348,5.776866,7.799765
46,"直线","开光",10,-9.963088,-9.335932,34.270920,5.494322,7.799741
46,"直线","开光",11,-9.464694,-9.335932,34.681493,5.211778,7.799715
46,"直线","开光",12,-8.966301,-9.335932,35.092067,4.929234,7.799686
46,"直线","开光",13,-8.467907,-9.335932,35.476061,4.611661,7.799656
46,"直线","开光",14,-7.969513,-9.335932,35.858708,4.292312,7.799622
46,"直线","开光",15,-7.471119,-9.335932,36.241356,3.972964,7.799587
46,"直线","开光",16,-6.972726,-9.335932,36.624004,3.653615,7.799549
46,"直线","开光",17,-6.474332,-9.335932,36.997223,3.323978,7.799509
46,"直线","开光",18,-5.975938,-9.335932,37.348657,2.970569,7.799466
46,"直线","开光",19,-5.477544,-9.335932,37.700090,2.617160,7.799422
46,"直线","开光",20,-4.979151,-9.335932,38.051523,2.263751,7.799376
47,"直线(跳转)","关光",0,-4.979151,-9.335932,38.051523,2.263751,7.799376
47,"直线(跳转)","关光",1,-4.979151,-9.235932,38.051527,2.263748,7.899379
48,"直线","开光",0,-4.979151,-9.235932,38.051527,2.263748,7.899379
48,"直线","开光",1,-5.477544,-9.235932,37.700094,2.617156,7.899424
48,"直线","开光",2,-5.975938,-9.235932,37.348660,2.970565,7.899468
48,"直线","开光",3,-6.474332,-9.235932,36.997227,3.323974,7.899510
48,"直线","开光",4,-6.972726,-9.235932,36.624008,3.653612,7.899550
48,"直线","开光",5,-7.471119,-9.235932,36.241360,3.972960,7.899588
48,"直线","开光",6,-7.969513,-9.235932,35.858712,4.292309,7.899623
48,"直线","开光",7,-8.467907,-9.235932,35.476065,4.611658,7.899656
48,"直线","开光",8,-8.966301,-9.235932,35.092071,4.929231,7.899686
48,"直线","开光",9,-9.464694,-9.235932,34.681497,5.211775,7.899714
48,"直线","开光",10,-9.963088,-9.235932,34.270924,5.494320,7.899740
48,"直线","开光",11,-10.461482,-9.235932,33.860351,5.776863,7.899764
48,"直线","开光",12,-10.959875,-9.235932,33.449779,6.059407,7.899786
48,"直线","开光",13,-11.458269,-9.235932,33.029483,6.326316,7.899806
48,"直线","开光",14,-11.956663,-9.235932,32.594513,6.569627,7.899825
48,"直线","开光",15,-12.455057,-9.235932,32.159543,6.812938,7.899841
48,"直线","开光",16,-12.953450,-9.235932,31.724573,7.056249,7.899856
48,"直线","开光",17,-13.451844,-9.235932,31.289604,7.299560,7.899869
48,"直线","开光",18,-13.950238,-9.235932,30.839164,7.511929,7.899881
48,"直线","开光",19,-14.448632,-9.235932,30.383535,7.713917,7.899892
48,"直线","开光",20,-14.947025,-9.235932,29.927906,7.915906,7.899902
49,"直线(跳转)","关光",0,-14.947025,-9.235932,29.927906,7.915906,7.899902
49,"直线(跳转)","关光",1,-16.940600,-9.235932,28.070241,8.633478,7.899930
50,"直线","开光",0,-16.940600,-9.235932,28.070241,8.633478,7.899930
50,"直线","开光",1,-17.438994,-9.235932,27.597867,8.792409,7.899935
50,"直线","开光",2,-17.937388,-9.235932,27.125493,8.951339,7.899940
50,"直线","开光",3,-18.435781,-9.235932,26.647419,9.090310,7.899944
50,"直线","开光",4,-18.934175,-9.235932,26.162359,9.204817,7.899947
50,"直线","开光",5,-19.432569,-9.235932,25.677299,9.319324,7.899950
50,"直线","开光",6,-19.930963,-9.235932,25.192239,9.433832,7.899952
50,"直线","开光",7,-20.429356,-9.235932,24.707179,9.548339,7.899954
50,"直线","开光",8,-20.927750,-9.235932,24.215308,9.626541,7.899956
50,"直线","开光",9,-21.426144,-9.235932,23.721729,9.695641,7.899958
50,"直线","开光",10,-21.924537,-9.235932,23.228151,9.764741,7.899959
50,"直线","开光",11,-22.422931,-9.235932,22.734572,9.833841,7.899960
50,"直线","开光",12,-22.921325,-9.235932,22.240353,9.896052,7.899961
50,"直线","开光",13,-23.419719,-9.235932,21.742497,9.919152,7.899961
50,"直线","开光",14,-23.918112,-9.235932,21.244641,9.942251,7.899962
50,"直线","开光",15,-24.416506,-9.235932,20.746784,9.965351,7.899962
50,"直线","开光",16,-24.914900,-9.235932,20.248928,9.988450,7.899962
51,"直线(跳转)","关光",0,-24.914900,-9.235932,20.248928,9.988450,7.899962
51,"直线(跳转)","关光",1,-26.908475,-9.235932,18.257503,9.919152,7.899961
52,"直线","开光",0,-26.908475,-9.235932,18.257503,9.919152,7.899961
52,"直线","开光",1,-27.406868,-9.235932,17.759647,9.896052,7.899961
52,"直线","开光",2,-27.905262,-9.235932,17.265428,9.833841,7.899960
52,"直线","开光",3,-28.403656,-9.235932,16.771849,9.764741,7.899959
52,"直线","开光",4,-28.902050,-9.235932,16.278271,9.695641,7.899958
52,"直线","开光",5,-29.400443,-9.235932,15.784692,9.626541,7.899956
53,"直线(跳转)","关光",0,-29.400443,-9.235932,15.784692,9.626541,7.899956
53,"直线(跳转)","关光",1,-32.889199,-9.235932,12.402133,8.792409,7.899936
54,"直线","开光",0,-32.889199,-9.235932,12.402133,8.792409,7.899936
54,"直线","开光",1,-33.387593,-9.235932,11.929759,8.633479,7.899931
54,"直线","开光",2,-33.885987,-9.235932,11.457385,8.474548,7.899925
54,"直线","开光",3,-34.384381,-9.235932,10.985011,8.315617,7.899918
54,"直线","开光",4,-34.882774,-9.235932,10.527723,8.117894,7.899911
55,"直线(跳转)","关光",0,-34.882774,-9.235932,10.527723,8.117894,7.899911
55,"直线(跳转)","关光",1,-36.876349,-9.235932,8.710396,7.299560,7.899870
56,"直线","开光",0,-36.876349,-9.235932,8.710396,7.299560,7.899870
56,"直线","开光",1,-37.374743,-9.235932,8.275426,7.056249,7.899856
56,"直线","开光",2,-37.873137,-9.235932,7.840457,6.812938,7.899841
56,"直线","开光",3,-38.371530,-9.235932,7.405487,6.569627,7.899825
56,"直线","开光",4,-38.869924,-9.235932,6.970517,6.326315,7.899807
56,"直线","开光",5,-39.368318,-9.235932,6.550221,6.059407,7.899787
57,"直线(跳转)","关光",0,-39.368318,-9.235932,6.550221,6.059407,7.899787
57,"直线(跳转)","关光",1,-42.857074,-9.235932,3.758639,3.972961,7.899587
58,"直线","开光",0,-42.857074,-9.235932,3.758639,3.972961,7.899587
58,"直线","开光",1,-43.355468,-9.235932,3.375991,3.653612,7.899549
58,"直线","开光",2,-43.853861,-9.235932,3.002772,3.323974,7.899510
